20	29	0	0
20	28	1	0
20	28	0	0
20	29	0	1
19	30	0	0
19	29	1	0
19	29	0	0
19	30	0	1
18	31	0	0
18	30	1	0
18	30	0	0
18	31	0	1
17	32	0	0
17	31	1	0
17	31	0	0
17	32	0	1
16	33	0	0
16	32	1	0
16	32	0	0
16	33	0	1
15	34	0	0
15	33	1	0
15	33	0	0
15	34	0	1
14	35	0	0
14	34	1	0
14	34	0	0
14	35	0	1
13	36	0	0
13	35	1	0
13	35	0	0
13	36	0	1
12	37	0	0
12	36	1	0
12	36	0	0
12	37	0	1
11	38	0	0
11	37	1	0
11	37	0	0
11	38	0	1
10	39	0	0
10	38	1	0
10	38	0	0
11	37	1	1
10	37	2	0
10	37	1	0
12	36	1	1
11	36	2	0
11	36	1	0
11	37	0	1
10	37	0	0
12	36	0	1
11	36	0	0
13	35	1	1
12	35	2	0
12	35	1	0
11	36	2	1
10	36	3	0
10	36	2	0
12	35	2	1
11	35	3	0
11	35	2	0
11	36	1	1
10	36	1	0
12	35	1	1
11	35	1	0
14	34	1	1
13	34	2	0
13	34	1	0
13	35	0	1
12	35	0	0
11	36	0	1
10	36	0	0
12	35	0	1
11	35	0	0
14	34	0	1
13	34	0	0
15	33	1	1
14	33	2	0
14	33	1	0
13	34	2	1
12	34	3	0
12	34	2	0
11	35	3	1
10	35	4	0
10	35	3	0
12	34	3	1
11	34	4	0
11	34	3	0
11	35	2	1
10	35	2	0
12	34	2	1
11	34	2	0
14	33	2	1
13	33	3	0
13	33	2	0
13	34	1	1
12	34	1	0
11	35	1	1
10	35	1	0
12	34	1	1
11	34	1	0
14	33	1	1
13	33	1	0
16	32	1	1
15	32	2	0
15	32	1	0
15	33	0	1
14	33	0	0
13	34	0	1
12	34	0	0
11	35	0	1
10	35	0	0
12	34	0	1
11	34	0	0
14	33	0	1
13	33	0	0
16	32	0	1
15	32	0	0
17	31	1	1
16	31	2	0
16	31	1	0
15	32	2	1
14	32	3	0
14	32	2	0
13	33	3	1
12	33	4	0
12	33	3	0
11	34	4	1
10	34	5	0
10	34	4	0
12	33	4	1
11	33	5	0
11	33	4	0
11	34	3	1
10	34	3	0
12	33	3	1
11	33	3	0
14	32	3	1
13	32	4	0
13	32	3	0
13	33	2	1
12	33	2	0
11	34	2	1
10	34	2	0
12	33	2	1
11	33	2	0
14	32	2	1
13	32	2	0
16	31	2	1
15	31	3	0
15	31	2	0
15	32	1	1
14	32	1	0
13	33	1	1
12	33	1	0
11	34	1	1
10	34	1	0
12	33	1	1
11	33	1	0
14	32	1	1
13	32	1	0
16	31	1	1
15	31	1	0
18	30	1	1
17	30	2	0
17	30	1	0
17	31	0	1
16	31	0	0
15	32	0	1
14	32	0	0
13	33	0	1
12	33	0	0
11	34	0	1
10	34	0	0
12	33	0	1
11	33	0	0
14	32	0	1
13	32	0	0
16	31	0	1
15	31	0	0
18	30	0	1
17	30	0	0
19	29	1	1
18	29	2	0
18	29	1	0
17	30	2	1
16	30	3	0
16	30	2	0
15	31	3	1
14	31	4	0
14	31	3	0
13	32	4	1
12	32	5	0
12	32	4	0
11	33	5	1
10	33	6	0
10	33	5	0
12	32	5	1
11	32	6	0
11	32	5	0
11	33	4	1
10	33	4	0
12	32	4	1
11	32	4	0
14	31	4	1
13	31	5	0
13	31	4	0
13	32	3	1
12	32	3	0
11	33	3	1
10	33	3	0
12	32	3	1
11	32	3	0
14	31	3	1
13	31	3	0
16	30	3	1
15	30	4	0
15	30	3	0
15	31	2	1
14	31	2	0
13	32	2	1
12	32	2	0
11	33	2	1
10	33	2	0
12	32	2	1
11	32	2	0
14	31	2	1
13	31	2	0
16	30	2	1
15	30	2	0
18	29	2	1
17	29	3	0
17	29	2	0
17	30	1	1
16	30	1	0
15	31	1	1
14	31	1	0
13	32	1	1
12	32	1	0
11	33	1	1
10	33	1	0
12	32	1	1
11	32	1	0
14	31	1	1
13	31	1	0
16	30	1	1
15	30	1	0
18	29	1	1
17	29	1	0
20	28	1	1
19	28	2	0
19	28	1	0
19	29	0	1
18	29	0	0
17	30	0	1
16	30	0	0
15	31	0	1
14	31	0	0
13	32	0	1
12	32	0	0
11	33	0	1
10	33	0	0
12	32	0	1
11	32	0	0
14	31	0	1
13	31	0	0
16	30	0	1
15	30	0	0
18	29	0	1
17	29	0	0
20	28	0	1
19	28	0	0
20	27	2	0
20	27	1	0
19	28	2	1
18	28	3	0
18	28	2	0
17	29	3	1
16	29	4	0
16	29	3	0
15	30	4	1
14	30	5	0
14	30	4	0
13	31	5	1
12	31	6	0
12	31	5	0
11	32	6	1
10	32	7	0
10	32	6	0
12	31	6	1
11	31	7	0
11	31	6	0
11	32	5	1
10	32	5	0
12	31	5	1
11	31	5	0
14	30	5	1
13	30	6	0
13	30	5	0
13	31	4	1
12	31	4	0
11	32	4	1
10	32	4	0
12	31	4	1
11	31	4	0
14	30	4	1
13	30	4	0
16	29	4	1
15	29	5	0
15	29	4	0
15	30	3	1
14	30	3	0
13	31	3	1
12	31	3	0
11	32	3	1
10	32	3	0
12	31	3	1
11	31	3	0
14	30	3	1
13	30	3	0
16	29	3	1
15	29	3	0
18	28	3	1
17	28	4	0
17	28	3	0
17	29	2	1
16	29	2	0
15	30	2	1
14	30	2	0
13	31	2	1
12	31	2	0
11	32	2	1
10	32	2	0
12	31	2	1
11	31	2	0
14	30	2	1
13	30	2	0
16	29	2	1
15	29	2	0
18	28	2	1
17	28	2	0
20	27	2	1
19	27	3	0
19	27	2	0
19	28	1	1
18	28	1	0
17	29	1	1
16	29	1	0
15	30	1	1
14	30	1	0
13	31	1	1
12	31	1	0
11	32	1	1
10	32	1	0
12	31	1	1
11	31	1	0
14	30	1	1
13	30	1	0
16	29	1	1
15	29	1	0
18	28	1	1
17	28	1	0
20	27	1	1
19	27	1	0
20	27	0	0
19	28	0	1
18	28	0	0
17	29	0	1
16	29	0	0
15	30	0	1
14	30	0	0
13	31	0	1
12	31	0	0
11	32	0	1
10	32	0	0
12	31	0	1
11	31	0	0
14	30	0	1
13	30	0	0
16	29	0	1
15	29	0	0
18	28	0	1
17	28	0	0
20	27	0	1
19	27	0	0
20	26	3	0
20	26	2	0
19	27	3	1
18	27	4	0
18	27	3	0
17	28	4	1
16	28	5	0
16	28	4	0
15	29	5	1
14	29	6	0
14	29	5	0
13	30	6	1
12	30	7	0
12	30	6	0
11	31	7	1
10	31	8	0
10	31	7	0
12	30	7	1
11	30	8	0
11	30	7	0
11	31	6	1
10	31	6	0
12	30	6	1
11	30	6	0
14	29	6	1
13	29	7	0
13	29	6	0
13	30	5	1
12	30	5	0
11	31	5	1
10	31	5	0
12	30	5	1
11	30	5	0
14	29	5	1
13	29	5	0
16	28	5	1
15	28	6	0
15	28	5	0
15	29	4	1
14	29	4	0
13	30	4	1
12	30	4	0
11	31	4	1
10	31	4	0
12	30	4	1
11	30	4	0
14	29	4	1
13	29	4	0
16	28	4	1
15	28	4	0
18	27	4	1
17	27	5	0
17	27	4	0
17	28	3	1
16	28	3	0
15	29	3	1
14	29	3	0
13	30	3	1
12	30	3	0
11	31	3	1
10	31	3	0
12	30	3	1
11	30	3	0
14	29	3	1
13	29	3	0
16	28	3	1
15	28	3	0
18	27	3	1
17	27	3	0
20	26	3	1
19	26	4	0
19	26	3	0
19	27	2	1
18	27	2	0
17	28	2	1
16	28	2	0
15	29	2	1
14	29	2	0
13	30	2	1
