id,period,choice,wage,work1,work2,educ,lag
97,17,2,29764.27,2,12,12,0
97,18,1,22869.199,2,13,12,0
97,19,2,19880.59,3,13,12,0
97,20,2,34449.449,3,14,12,0
97,21,2,26013.74,3,15,12,0
97,22,1,21394.25,3,16,12,0
97,23,2,27842.869,4,16,12,0
97,24,2,40941.551,4,17,12,0
97,25,2,19178.49,4,18,12,0
97,26,2,25688.25,4,19,12,0
97,27,2,34838.988,4,20,12,0
97,28,2,31446.51,4,21,12,0
97,29,2,40580.93,4,22,12,0
97,30,2,21117.061,4,23,12,0
97,31,2,40520.828,4,24,12,0
97,32,2,32761.289,4,25,12,0
97,33,2,56158.352,4,26,12,0
97,34,2,40639.352,4,27,12,0
97,35,2,32076.211,4,28,12,0
97,36,2,36809.309,4,29,12,0
97,37,2,38997.961,4,30,12,0
97,38,2,58474.238,4,31,12,0
97,39,2,39780.578,4,32,12,0
97,40,2,40584.32,4,33,12,0
98,1,3,2436.52,0,0,10,1
98,2,3,1331.15,0,0,11,1
98,3,1,19901.15,0,0,12,1
98,4,2,14686.01,1,0,12,0
98,5,3,-1974.11,1,1,12,0
98,6,1,22067.67,1,1,13,1
98,7,2,17202.32,2,1,13,0
98,8,2,14784.53,2,2,13,0
98,9,2,13493.39,2,3,13,0
98,10,1,20473.369,2,4,13,0
98,11,2,15274.63,3,4,13,0
98,12,3,-830.70001,3,5,13,0
98,13,2,22908.17,3,5,14,1
98,14,2,18870.641,3,6,14,0
98,15,2,24031.27,3,7,14,0
98,16,2,19580.57,3,8,14,0
98,17,2,26960.93,3,9,14,0
98,18,1,33386.641,3,10,14,0
98,19,2,20438.52,4,10,14,0
98,20,2,31629.16,4,11,14,0
98,21,2,18001.51,4,12,14,0
98,22,2,23025.73,4,13,14,0
98,23,2,28841.359,4,14,14,0
98,24,2,44130.961,4,15,14,0
98,25,2,26550.65,4,16,14,0
98,26,2,30717.551,4,17,14,0
98,27,2,50229.359,4,18,14,0
98,28,2,29571.119,4,19,14,0
98,29,2,51207.719,4,20,14,0
98,30,2,25989.061,4,21,14,0
98,31,2,31335.631,4,22,14,0
98,32,2,32374.32,4,23,14,0
98,33,2,48908.75,4,24,14,0
98,34,2,34185.398,4,25,14,0
98,35,2,41873.781,4,26,14,0
98,36,2,49740.352,4,27,14,0
98,37,2,36392.281,4,28,14,0
98,38,2,45502.461,4,29,14,0
98,39,2,35803.121,4,30,14,0
98,40,2,47089.301,4,31,14,0
99,1,3,890.95001,0,0,10,1
99,2,3,349.82999,0,0,11,1
99,3,2,16932.16,0,0,12,1
99,4,2,13054.08,0,1,12,0
99,5,1,20035.301,0,2,12,0
99,6,2,16500.779,1,2,12,0
99,7,2,16451.061,1,3,12,0
99,8,2,17464.789,1,4,12,0
99,9,3,-2715.1799,1,5,12,0
99,10,2,25144.891,1,5,13,1
99,11,2,15117.19,1,6,13,0
99,12,2,26409.359,1,7,13,0
99,13,2,19435.211,1,8,13,0
99,14,2,15976.99,1,9,13,0
99,15,2,18863.73,1,10,13,0
99,16,2,18008.93,1,11,13,0
99,17,2,21954.91,1,12,13,0
99,18,2,39189.68,1,13,13,0
99,19,2,32487.51,1,14,13,0
99,20,2,33274.219,1,15,13,0
99,21,2,34530.309,1,16,13,0
99,22,2,42808.309,1,17,13,0
99,23,2,33506.73,1,18,13,0
99,24,2,27088.311,1,19,13,0
99,25,2,37733.371,1,20,13,0
99,26,2,27912,1,21,13,0
99,27,2,22505.189,1,22,13,0
99,28,2,44362.988,1,23,13,0
99,29,2,29066.48,1,24,13,0
99,30,2,33755.75,1,25,13,0
99,31,2,54771.219,1,26,13,0
99,32,2,57149.34,1,27,13,0
99,33,2,29562.66,1,28,13,0
99,34,2,30402.391,1,29,13,0
99,35,2,36383.109,1,30,13,0
99,36,2,32965.16,1,31,13,0
99,37,2,68232.844,1,32,13,0
99,38,2,26664.529,1,33,13,0
99,39,2,46551.73,1,34,13,0
99,40,2,23861.891,1,35,13,0
100,1,1,17291.119,0,0,10,1
100,2,1,19783.551,1,0,10,0
100,3,1,16953.949,2,0,10,0
100,4,1,14544.41,3,0,10,0
100,5,1,14504.74,4,0,10,0
100,6,1,12951.36,5,0,10,0
100,7,1,19924.83,6,0,10,0
100,8,4,19531.939,7,0,10,0
100,9,1,17451.939,7,0,10,0
100,10,4,21737,8,0,10,0
100,11,1,25325.189,8,0,10,0
100,12,1,21845.971,9,0,10,0
100,13,1,18382.689,10,0,10,0
100,14,1,17811.35,11,0,10,0
100,15,1,27658.689,12,0,10,0
100,16,1,19340.609,13,0,10,0
100,17,1,16851.789,14,0,10,0
100,18,1,24257.061,15,0,10,0
100,19,1,23788.711,16,0,10,0
100,20,1,18223.23,17,0,10,0
100,21,1,29646.91,18,0,10,0
100,22,4,18072.65,19,0,10,0
100,23,1,25404.48,19,0,10,0
100,24,1,27365.93,20,0,10,0
100,25,1,17315.5,21,0,10,0
100,26,1,24225.67,22,0,10,0
100,27,1,21904.91,23,0,10,0
100,28,1,24087.279,24,0,10,0
100,29,1,24733.26,25,0,10,0
100,30,1,22737.23,26,0,10,0
100,31,1,24200.75,27,0,10,0
100,32,1,23027.279,28,0,10,0
100,33,1,26474.109,29,0,10,0
100,34,1,43925.27,30,0,10,0
100,35,1,24002.619,31,0,10,0
100,36,1,29035.789,32,0,10,0
100,37,1,28433.48,33,0,10,0
100,38,1,21924.211,34,0,10,0
100,39,1,18896.51,35,0,10,0
100,40,1,21161.23,36,0,10,0
